QGC WPL 110
1	0	3	22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	76.068317	1
2	0	3	178	0.000000	16.666667	0.000000	0.000000	0.000000	0.000000	0.000000	1
3	0	3	16	0.000000	0.000000	0.000000	90	50.900538	8.901676	76	1
4	0	3	16	0.000000	0.000000	0.000000	90	50.900983	8.900864	76	1
5	0	3	178	0.000000	4.166667	0.000000	0.000000	0.000000	0.000000	0.000000	1
6	0	3	115	90	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
7	0	3	16	0.000000	0.000000	0.000000	90	50.901864	8.899262	50	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
9	0	3	16	0.000000	0.000000	0.000000	90	50.901864	8.900456	21.8	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
11	0	3	16	0.000000	0.000000	0.000000	90	50.901864	8.901736	24.8	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
13	0	3	16	0.000000	0.000000	0.000000	90	50.901864	8.903015	31.5	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
15	0	3	16	0.000000	0.000000	0.000000	90	50.901864	8.903868	32.7	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
17	0	3	16	0.000000	0.000000	0.000000	90	50.901681	8.903809	32.7	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
19	0	3	16	0.000000	0.000000	0.000000	90	50.901677	8.9024	30.6	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
21	0	3	16	0.000000	0.000000	0.000000	90	50.901677	8.90112	22.1	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
23	0	3	16	0.000000	0.000000	0.000000	90	50.901677	8.899841	27.6	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
25	0	3	16	0.000000	0.000000	0.000000	90	50.901677	8.899073	31.5	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
27	0	3	16	0.000000	0.000000	0.000000	90	50.901503	8.89884	31.5	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
29	0	3	16	0.000000	0.000000	0.000000	90	50.90149	8.900274	46.1	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
31	0	3	16	0.000000	0.000000	0.000000	90	50.90149	8.901554	48.4	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
33	0	3	16	0.000000	0.000000	0.000000	90	50.90149	8.902833	60.3	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
35	0	3	16	0.000000	0.000000	0.000000	90	50.90149	8.903729	58.2	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
37	0	3	16	0.000000	0.000000	0.000000	90	50.901307	8.903657	59	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
39	0	3	16	0.000000	0.000000	0.000000	90	50.901302	8.90357	60	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
41	0	3	16	0.000000	0.000000	0.000000	90	50.901302	8.90229	61.6	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
43	0	3	16	0.000000	0.000000	0.000000	90	50.901303	8.901011	63	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
45	0	3	16	0.000000	0.000000	0.000000	90	50.901303	8.899732	56	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
47	0	3	16	0.000000	0.000000	0.000000	90	50.901303	8.898623	33.2	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
49	0	3	16	0.000000	0.000000	0.000000	90	50.901129	8.898403	33.2	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
51	0	3	16	0.000000	0.000000	0.000000	90	50.901115	8.899495	61.1	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
